,emb1,emb2,id
164,-4.5918226,19.38992,elementary_mathematics
165,-8.944479,33.136574,elementary_mathematics
166,-0.12981361,24.04703,elementary_mathematics
167,-3.9563575,21.398283,elementary_mathematics
168,-4.7338305,32.34935,elementary_mathematics
169,1.2852464,26.799751,elementary_mathematics
170,-11.064304,19.798996,elementary_mathematics
171,1.3138461,17.813217,elementary_mathematics
172,0.3913446,11.328863,elementary_mathematics
173,-14.143495,31.107662,elementary_mathematics
174,-0.31335458,20.377012,elementary_mathematics
175,-1.8002118,30.397032,elementary_mathematics
176,-10.5026,19.932116,elementary_mathematics
177,1.0480695,31.8263,elementary_mathematics
178,-2.3865194,21.864433,elementary_mathematics
179,-12.264083,31.727049,elementary_mathematics
180,0.6021365,29.733397,elementary_mathematics
181,-0.15511827,17.47265,elementary_mathematics
182,-9.808513,22.548359,elementary_mathematics
183,-2.978539,22.46945,elementary_mathematics
184,-12.795648,29.970804,elementary_mathematics
185,-8.592421,26.986702,elementary_mathematics
186,-0.69043005,18.408539,elementary_mathematics
187,6.068575,23.104612,elementary_mathematics
188,0.8152031,9.409766,elementary_mathematics
189,-1.2954534,25.91084,elementary_mathematics
190,-0.59480613,17.93634,elementary_mathematics
191,-2.9284809,22.505272,elementary_mathematics
192,-0.15260279,9.504794,elementary_mathematics
193,-11.302215,19.711918,elementary_mathematics
194,-1.2519302,23.20262,elementary_mathematics
195,-7.7459955,27.369522,elementary_mathematics
196,3.4418635,26.274782,elementary_mathematics
197,-1.8836644,17.608078,elementary_mathematics
198,-12.628593,31.398392,elementary_mathematics
199,-8.048237,33.88936,elementary_mathematics
200,1.7311263,15.702647,elementary_mathematics
201,1.7603765,29.242464,elementary_mathematics
202,-12.983863,33.428944,elementary_mathematics
203,1.2819883,27.216066,elementary_mathematics
204,-0.5291972,22.671492,elementary_mathematics
205,-4.430045,20.197239,elementary_mathematics
206,-5.2173944,20.952915,elementary_mathematics
207,-1.2996026,31.49501,elementary_mathematics
208,-4.11377,26.606384,elementary_mathematics
209,4.4801145,19.014236,elementary_mathematics
210,-4.669315,21.070433,elementary_mathematics
211,0.38306338,30.197958,elementary_mathematics
212,-11.6010475,29.578897,elementary_mathematics
213,1.4444156,9.497817,elementary_mathematics
214,-11.548804,33.819187,elementary_mathematics
215,-13.428138,20.587662,elementary_mathematics
216,2.5525267,9.108696,elementary_mathematics
217,0.28631306,9.417796,elementary_mathematics
218,0.99299866,30.211966,elementary_mathematics
219,1.5092398,24.944256,elementary_mathematics
220,0.4229317,17.86224,elementary_mathematics
221,-3.397938,35.262585,elementary_mathematics
222,-4.10567,16.048655,elementary_mathematics
223,-3.1314218,20.500292,elementary_mathematics
224,-1.4867388,17.415438,elementary_mathematics
225,-2.3535602,27.461657,elementary_mathematics
226,-6.0837708,25.92106,elementary_mathematics
227,-9.517382,29.22368,elementary_mathematics
228,-5.7109857,18.100674,elementary_mathematics
229,-7.052563,24.025335,elementary_mathematics
230,-10.321076,33.88945,elementary_mathematics
231,-9.78593,22.544516,elementary_mathematics
232,-6.1574197,19.599596,elementary_mathematics
233,-4.460399,26.084198,elementary_mathematics
234,1.8721364,10.767281,elementary_mathematics
235,-3.42435,23.290329,elementary_mathematics
236,5.1274486,17.633461,elementary_mathematics
237,1.691474,30.506006,elementary_mathematics
238,-11.635956,29.550966,elementary_mathematics
239,3.3610826,26.884485,elementary_mathematics
240,-2.23464,24.806982,elementary_mathematics
241,-2.3526692,25.692446,elementary_mathematics
242,1.3944734,22.275064,elementary_mathematics
243,-0.008766394,17.636927,elementary_mathematics
244,-4.7271256,32.3671,elementary_mathematics
245,1.1990433,9.168859,elementary_mathematics
246,0.18943548,20.108486,elementary_mathematics
247,-2.8707638,29.827364,elementary_mathematics
248,-9.562436,15.07871,elementary_mathematics
249,-10.7264185,25.151531,elementary_mathematics
250,2.5420694,23.313187,elementary_mathematics
251,2.7240124,22.89193,elementary_mathematics
252,-8.657387,17.095436,elementary_mathematics
253,-2.375039,23.863243,elementary_mathematics
254,-8.477551,32.432377,elementary_mathematics
255,-12.812939,30.905811,elementary_mathematics
256,-10.589807,32.43046,elementary_mathematics
257,-11.089629,19.867382,elementary_mathematics
258,-0.483145,29.966719,elementary_mathematics
259,-0.11937768,25.128433,elementary_mathematics
260,-11.064568,31.47594,elementary_mathematics
261,-2.7037432,22.5477,elementary_mathematics
262,0.62444437,23.109661,elementary_mathematics
263,5.024358,18.283,elementary_mathematics
264,29.503807,-6.6841774,high_school_biology
265,28.143967,-16.131058,high_school_biology
266,24.230938,-14.273978,high_school_biology
267,19.00009,-12.2727585,high_school_biology
268,23.227943,-8.190957,high_school_biology
269,22.20816,-10.73677,high_school_biology
270,21.74956,-12.763309,high_school_biology
271,15.535206,-14.201153,high_school_biology
272,31.936,-9.69933,high_school_biology
273,25.940918,-16.165415,high_school_biology
274,25.391796,-11.268688,high_school_biology
275,16.941402,-17.1148,high_school_biology
276,28.92047,-2.752586,high_school_biology
277,22.915894,-10.562252,high_school_biology
278,28.497295,-19.584505,high_school_biology
279,16.834934,-9.639751,high_school_biology
280,29.210403,-12.895702,high_school_biology
281,26.398363,-9.467395,high_school_biology
282,27.05351,-17.03339,high_school_biology
283,28.827293,-17.23615,high_school_biology
284,19.607096,-10.104692,high_school_biology
285,17.336437,-12.063869,high_school_biology
286,23.86754,-11.435896,high_school_biology
287,20.420404,-16.075514,high_school_biology
288,24.893482,-4.2375674,high_school_biology
289,18.031267,-17.164902,high_school_biology
290,23.128397,-12.260853,high_school_biology
291,19.60789,-14.450873,high_school_biology
292,26.44195,-17.579916,high_school_biology
293,21.742218,-12.751583,high_school_biology
294,19.592943,-16.950842,high_school_biology
295,20.997198,-18.032831,high_school_biology
296,23.4108,-9.388366,high_school_biology
297,24.131477,-15.835638,high_school_biology
298,29.695786,-16.308975,high_school_biology
299,23.93544,-10.319494,high_school_biology
300,26.746128,-8.120689,high_school_biology
301,25.281929,-9.259367,high_school_biology
302,19.50582,-8.988524,high_school_biology
303,24.23198,-17.681828,high_school_biology
304,24.199928,-17.688013,high_school_biology
305,33.31335,-9.72046,high_school_biology
306,22.897388,-11.108304,high_school_biology
307,19.143026,-7.803368,high_school_biology
308,26.452185,-7.2818584,high_school_biology
309,21.179394,-17.421179,high_school_biology
310,16.724741,-7.711818,high_school_biology
311,27.256403,-10.056636,high_school_biology
312,28.496407,-19.585716,high_school_biology
313,18.385244,-15.0113125,high_school_biology
314,27.682217,-6.876625,high_school_biology
315,23.378864,-11.567891,high_school_biology
316,29.268969,-17.834404,high_school_biology
317,18.370155,-17.235636,high_school_biology
318,18.295967,-14.0435705,high_school_biology
319,32.42835,-9.419629,high_school_biology
320,24.747313,-13.133758,high_school_biology
321,21.677597,-11.720259,high_school_biology
322,28.385336,-7.699424,high_school_biology
323,20.681938,-10.361646,high_school_biology
324,23.959623,-5.795316,high_school_biology
325,17.660936,-17.417173,high_school_biology
326,31.885859,-17.205898,high_school_biology
327,31.289831,-17.013838,high_school_biology
328,21.248497,-4.9479294,high_school_biology
329,22.08584,-6.5192356,high_school_biology
330,24.866964,-9.578622,high_school_biology
331,20.840775,-13.549138,high_school_biology
332,17.637274,-18.579376,high_school_biology
333,26.512615,-9.9396515,high_school_biology
334,19.097368,-10.972995,high_school_biology
335,21.967909,-10.479559,high_school_biology
336,31.25267,-11.865321,high_school_biology
337,13.596108,-10.600215,high_school_biology
338,22.915415,-10.451813,high_school_biology
339,29.113468,-12.864286,high_school_biology
340,21.751385,-13.311887,high_school_biology
341,26.614296,-10.496944,high_school_biology
342,29.61749,-17.700798,high_school_biology
343,21.526247,-9.957251,high_school_biology
344,25.994478,-13.108958,high_school_biology
345,16.732662,-14.096799,high_school_biology
346,22.446236,-14.353043,high_school_biology
347,22.84962,-13.175118,high_school_biology
348,21.507332,-3.7462847,high_school_biology
349,21.384699,-4.2050705,high_school_biology
350,28.110912,-10.7954,high_school_biology
351,20.845732,-8.8889885,high_school_biology
352,28.672338,-16.969027,high_school_biology
353,28.2717,-16.299278,high_school_biology
354,21.047155,-15.943745,high_school_biology
355,33.693127,-11.187654,high_school_biology
356,27.621468,-17.672745,high_school_biology
357,28.507532,-8.766595,high_school_biology
358,16.36594,-9.640586,high_school_biology
359,24.933908,-4.0809717,high_school_biology
360,31.472424,-8.487503,high_school_biology
361,17.170387,-16.835836,high_school_biology
362,27.932339,-6.2591205,high_school_biology
363,26.764818,-15.929072,high_school_biology
364,26.847717,-8.2381525,high_school_biology
365,26.075512,-12.263591,high_school_biology
366,19.44132,-16.781723,high_school_biology
367,29.571619,-6.6506615,high_school_biology
368,25.317629,-10.856235,high_school_biology
369,29.141388,-13.238791,high_school_biology
370,30.831331,-10.802679,high_school_biology
371,26.118088,-12.258568,high_school_biology
372,19.45098,-13.695265,high_school_biology
373,22.434675,-13.606392,high_school_biology
374,21.368242,-4.2258577,high_school_biology
375,26.009722,-12.2559595,high_school_biology
376,33.235645,-13.46865,high_school_biology
377,27.235712,-13.222907,high_school_biology
378,26.778147,-14.177746,high_school_biology
379,26.910265,-13.125621,high_school_biology
380,19.580553,-15.553114,high_school_biology
381,25.3954,-15.478837,high_school_biology
382,19.420706,-15.569399,high_school_biology
383,22.595661,-15.542496,high_school_biology
384,21.032465,-7.9354057,high_school_biology
385,32.029476,-14.223224,high_school_biology
386,27.1019,-7.91901,high_school_biology
387,23.755428,-13.071912,high_school_biology
388,31.379206,-10.28268,high_school_biology
389,29.302961,-15.65677,high_school_biology
390,22.56142,-15.462737,high_school_biology
391,18.725609,-13.184,high_school_biology
392,33.031292,-11.839025,high_school_biology
393,21.112097,-10.217868,high_school_biology
394,23.16128,-7.440658,high_school_biology
395,24.059916,-12.282393,high_school_biology
396,22.29523,-16.45058,high_school_biology
397,28.046865,-5.824127,high_school_biology
398,28.920246,-2.7536097,high_school_biology
399,22.812273,-12.978252,high_school_biology
400,17.73956,-9.530361,high_school_biology
401,20.609602,-6.7973313,high_school_biology
402,24.031912,-19.803228,high_school_biology
403,19.642784,-7.499254,high_school_biology
404,24.886553,-11.050386,high_school_biology
405,17.036287,-15.630742,high_school_biology
406,32.833244,-13.835699,high_school_biology
407,24.935795,-14.919384,high_school_biology
408,19.790089,-15.641488,high_school_biology
409,22.765045,-9.856373,high_school_biology
410,26.3819,-6.7322755,high_school_biology
411,20.160772,-12.432845,high_school_biology
412,23.824638,-8.680962,high_school_biology
413,24.94576,-7.924906,high_school_biology
414,31.36994,-12.047883,high_school_biology
415,19.547958,-19.185078,high_school_biology
416,26.80567,-8.089051,high_school_biology
417,22.525368,-12.377388,high_school_biology
418,22.502167,-12.361128,high_school_biology
419,30.026857,-9.271586,high_school_biology
420,31.544159,-13.872379,high_school_biology
421,27.342464,-11.876612,high_school_biology
422,22.17283,-9.39395,high_school_biology
423,19.195105,-6.628835,high_school_biology
424,22.89274,-13.418812,high_school_biology
425,17.376387,-12.045527,high_school_biology
426,23.1273,-14.206495,high_school_biology
427,18.203959,-14.930745,high_school_biology
428,18.51765,-11.651496,high_school_biology
429,22.857597,-13.241033,high_school_biology
430,17.858986,-17.708805,high_school_biology
431,24.938889,-4.1240225,high_school_biology
432,30.77705,-16.421062,high_school_biology
433,28.411882,-15.014244,high_school_biology
434,24.67824,-13.08991,high_school_biology
435,13.594449,-10.603295,high_school_biology
436,24.1637,-19.93394,high_school_biology
437,25.520735,-13.669615,high_school_biology
438,29.636232,-12.849802,high_school_biology
439,20.246338,-8.504055,high_school_biology
440,20.795568,-8.503058,high_school_biology
441,26.695784,-15.928026,high_school_biology
442,27.845537,-9.887031,high_school_biology
443,24.4053,-10.232064,high_school_biology
444,29.882454,-14.279791,high_school_biology
445,24.192574,-17.68409,high_school_biology
446,20.940643,-11.0837965,high_school_biology
447,22.232925,-11.135054,high_school_biology
448,15.929112,-14.171255,high_school_biology
449,32.02198,-9.853697,high_school_biology
450,25.072626,-7.1562676,high_school_biology
451,22.345661,-8.274469,high_school_biology
452,21.356894,-14.445911,high_school_biology
453,28.265259,-16.059643,high_school_biology
454,22.701077,-11.376355,high_school_biology
455,20.543093,-12.680457,high_school_biology
456,28.036547,-8.826187,high_school_biology
457,20.837944,-17.509958,high_school_biology
458,27.54863,-15.154239,high_school_biology
459,19.034554,-15.872426,high_school_biology
460,33.71008,-11.2188225,high_school_biology
461,-27.946934,-8.073853,us_foreign_policy
462,-24.81874,-12.680718,us_foreign_policy
463,-29.704187,-8.813238,us_foreign_policy
464,-32.533203,-9.607684,us_foreign_policy
465,-34.44637,-9.386533,us_foreign_policy
466,-30.414871,-14.538854,us_foreign_policy
467,-27.626595,-14.812321,us_foreign_policy
468,-29.78638,-11.660638,us_foreign_policy
469,-32.17472,-14.157956,us_foreign_policy
470,-29.060331,-9.872826,us_foreign_policy
471,-29.160198,-12.713829,us_foreign_policy
472,-34.844,-10.901179,us_foreign_policy
473,-26.572765,-10.858613,us_foreign_policy
474,-30.731663,-8.198846,us_foreign_policy
475,-28.903503,-9.800297,us_foreign_policy
476,-34.351505,-9.456719,us_foreign_policy
477,-33.295025,-13.624555,us_foreign_policy
478,-31.25223,-12.628042,us_foreign_policy
479,-33.533382,-12.048721,us_foreign_policy
480,-28.355259,-12.808594,us_foreign_policy
481,-35.048782,-12.599022,us_foreign_policy
482,-30.37004,-9.752413,us_foreign_policy
483,-28.960947,-11.537027,us_foreign_policy
484,-31.498844,-14.634419,us_foreign_policy
485,-30.48924,-10.902982,us_foreign_policy
486,-30.853302,-12.007061,us_foreign_policy
487,-27.715542,-13.741879,us_foreign_policy
488,-31.790087,-16.172276,us_foreign_policy
489,-32.677017,-10.895307,us_foreign_policy
490,-28.670784,-9.748815,us_foreign_policy
491,-31.796207,-11.554431,us_foreign_policy
492,-29.293467,-7.645226,us_foreign_policy
493,-27.214222,-11.82733,us_foreign_policy
494,-29.762354,-10.219186,us_foreign_policy
495,-33.83628,-9.736205,us_foreign_policy
496,-27.724993,-6.8758335,us_foreign_policy
497,-31.226534,-15.401513,us_foreign_policy
498,-30.542166,-11.1429405,us_foreign_policy
499,-32.9459,-15.010604,us_foreign_policy
500,-28.072226,-11.456681,us_foreign_policy
501,-29.034933,-10.553438,us_foreign_policy
502,-29.633558,-6.7537227,us_foreign_policy
503,-30.682352,-15.664349,us_foreign_policy
504,-27.211359,-11.827217,us_foreign_policy
505,-27.842701,-10.843734,us_foreign_policy
506,-31.622852,-10.4512615,us_foreign_policy
507,-24.46231,-13.069112,us_foreign_policy
508,-26.5675,-8.83245,us_foreign_policy
509,-32.384598,-10.040568,us_foreign_policy
510,-32.165688,-7.5303125,us_foreign_policy
511,-34.84758,-13.845348,us_foreign_policy
512,-30.831905,-7.761276,us_foreign_policy
513,-27.571949,-12.802293,us_foreign_policy
514,-30.049488,-11.841936,us_foreign_policy
515,-27.687103,-9.7059555,us_foreign_policy
516,-30.007935,-12.394099,us_foreign_policy
517,-31.992224,-12.870891,us_foreign_policy
518,-28.741169,-15.281931,us_foreign_policy
519,-30.958372,-10.456677,us_foreign_policy
520,-31.977169,-10.330675,us_foreign_policy
521,-30.20493,-13.170686,us_foreign_policy
522,-26.476164,-13.56423,us_foreign_policy
523,-26.650656,-11.769669,us_foreign_policy
524,-27.75041,-6.877305,us_foreign_policy
525,-24.300295,-9.245991,us_foreign_policy
526,-30.77056,-9.174012,us_foreign_policy
527,-25.416624,-10.495799,us_foreign_policy
528,-28.616758,-14.237234,us_foreign_policy
529,-30.536736,-13.664848,us_foreign_policy
530,-29.737606,-13.681204,us_foreign_policy
531,-28.467077,-13.212676,us_foreign_policy
532,-31.297003,-13.817417,us_foreign_policy
533,-26.277857,-8.035174,us_foreign_policy
534,-29.964043,-14.980538,us_foreign_policy
535,-27.752111,-9.853042,us_foreign_policy
536,-27.234419,-16.197392,us_foreign_policy
537,-34.76474,-13.865391,us_foreign_policy
538,-28.504946,-12.809266,us_foreign_policy
539,-33.09194,-7.805249,us_foreign_policy
540,-26.696398,-8.786722,us_foreign_policy
541,-28.736624,-11.689545,us_foreign_policy
542,-30.040337,-13.271493,us_foreign_policy
543,-28.052649,-11.340018,us_foreign_policy
544,-25.720747,-12.389693,us_foreign_policy
545,-29.036398,-9.378628,us_foreign_policy
546,-29.227755,-13.650439,us_foreign_policy
547,-33.41698,-11.313611,us_foreign_policy
548,-28.135332,-12.116651,us_foreign_policy
549,-31.758205,-11.876073,us_foreign_policy
550,-31.120779,-12.468824,us_foreign_policy
551,-31.600441,-8.840974,us_foreign_policy
552,-32.351944,-12.794363,us_foreign_policy
553,-26.199875,-14.290362,us_foreign_policy
554,-30.236963,-8.8968115,us_foreign_policy
555,-30.071692,-11.755791,us_foreign_policy
556,-29.718924,-16.570375,us_foreign_policy
557,-33.27105,-11.310724,us_foreign_policy
558,-28.43669,-9.018901,us_foreign_policy
559,-5.3648505,-49.308426,high_school_computer_science
560,-3.5614407,-50.713726,high_school_computer_science
561,-4.575264,-46.648075,high_school_computer_science
562,-3.5511646,-48.21396,high_school_computer_science
563,-6.1901803,-46.48798,high_school_computer_science
564,-2.8193629,-50.327515,high_school_computer_science
565,-5.8341475,-45.229412,high_school_computer_science
566,-4.4705877,-48.37165,high_school_computer_science
567,-4.4852295,-49.977997,high_school_computer_science
568,-5.858402,-46.090706,high_school_computer_science
569,-5.6885242,-46.697998,high_school_computer_science
570,-4.5501385,-47.96631,high_school_computer_science
571,-5.3973875,-50.77398,high_school_computer_science
572,-4.8028965,-47.01614,high_school_computer_science
573,-4.802057,-49.09987,high_school_computer_science
574,-4.499299,-49.980064,high_school_computer_science
575,-6.2616453,-49.415474,high_school_computer_science
576,-3.7788582,-48.36002,high_school_computer_science
577,-4.140281,-47.36658,high_school_computer_science
578,-5.4710593,-49.408775,high_school_computer_science
579,-5.690647,-48.378685,high_school_computer_science
580,-5.174666,-47.088425,high_school_computer_science
581,-5.619231,-51.337963,high_school_computer_science
582,-3.7240129,-49.727947,high_school_computer_science
583,-5.39808,-50.74259,high_school_computer_science
584,-7.033266,-46.871693,high_school_computer_science
585,-7.4892445,-46.324165,high_school_computer_science
586,-4.042513,-46.33945,high_school_computer_science
587,-2.808201,-49.168884,high_school_computer_science
588,-2.79968,-49.271164,high_school_computer_science
589,-6.496595,-45.21605,high_school_computer_science
590,-4.335871,-45.8476,high_school_computer_science
591,-6.9446254,-46.364864,high_school_computer_science
592,-3.8331766,-48.946785,high_school_computer_science
593,-4.8695445,-49.12968,high_school_computer_science
594,-5.0510383,-48.67009,high_school_computer_science
595,-2.6713762,-48.947357,high_school_computer_science
596,-3.5979474,-50.124477,high_school_computer_science
597,-3.9321592,-48.499306,high_school_computer_science
598,-4.013205,-48.97569,high_school_computer_science
599,-6.9947257,-46.366955,high_school_computer_science
600,-6.050263,-45.50954,high_school_computer_science
601,-3.1520898,-48.72466,high_school_computer_science
602,-5.037798,-49.664936,high_school_computer_science
603,-3.723434,-48.91919,high_school_computer_science
604,-3.9567177,-49.007347,high_school_computer_science
605,-7.2263427,-46.716026,high_school_computer_science
